original_ref,journal_full,volume,page,year,pmid,status
AR14:1193,,14.0,1193.0,,,UNKNOWN_JOURNAL
AR19:35,,19.0,35.0,,,UNKNOWN_JOURNAL
AR19:35 FCT36:623,,19.0,35.0,,,UNKNOWN_JOURNAL
AR19:35 FCT36:623,,36.0,623.0,,,UNKNOWN_JOURNAL
ARC,,,,,,UNKNOWN_CODE
ARC JBH,,,,,,UNKNOWN_CODE
ARC JBH,,,,,,UNKNOWN_CODE
ARC M29,,,,,,UNKNOWN_CODE
ARC M29,,,,,,BOOK
ARN45:1350,,45.0,1350.0,,,UNKNOWN_JOURNAL
ARO95:16,Aroma Research,95.0,16.0,,,NOT_FOUND
ARO95:21,Aroma Research,95.0,21.0,,,NOT_FOUND
ARO95:21 WIC,Aroma Research,95.0,21.0,,,NOT_FOUND
ARO95:21 WIC,,,,,,UNKNOWN_CODE
ARO95:23,Aroma Research,95.0,23.0,,,NOT_FOUND
ARO95:23 LRNSEP'96,Aroma Research,95.0,23.0,,,NOT_FOUND
ARO95:23 LRNSEP'96,,,,,,PARSE_ERROR
ARO95:24,Aroma Research,95.0,24.0,,,NOT_FOUND
ARO95:24 RJH,Aroma Research,95.0,24.0,,,NOT_FOUND
ARO95:24 RJH,,,,,,UNKNOWN_CODE
ARS:451,,,451.0,,,UNKNOWN_JOURNAL
ARZ44:1223,,44.0,1223.0,,,UNKNOWN_JOURNAL
ARZ44:592,,44.0,592.0,,,UNKNOWN_JOURNAL
ARZ44:592 IJO16:204,,44.0,592.0,,,UNKNOWN_JOURNAL
ARZ44:592 IJO16:204,International Journal of Oncology,16.0,204.0,,,NOT_FOUND
ARZ46:52,,46.0,52.0,,,UNKNOWN_JOURNAL
ASC129:387,,129.0,387.0,,,UNKNOWN_JOURNAL
ASS547:244,,547.0,244.0,,,UNKNOWN_JOURNAL
ASS547:244 411,,547.0,244.0,,,UNKNOWN_JOURNAL
ASS547:244 411,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
AST49:659,,49.0,659.0,,,UNKNOWN_JOURNAL
ATH94:79,,94.0,79.0,,,UNKNOWN_JOURNAL
AVR14:323,,14.0,323.0,,,UNKNOWN_JOURNAL
AVR14:323 JBH,,14.0,323.0,,,UNKNOWN_JOURNAL
AVR14:323 JBH,,,,,,UNKNOWN_CODE
AVR25:235,,25.0,235.0,,,UNKNOWN_JOURNAL
AYL,,,,,,BOOK
AYL-84,,,,,,BOOK
Al-Rawi,,,,,,PARSE_ERROR
AllHerb1998,,,,,,PARSE_ERROR
Altschul,,,,,,PARSE_ERROR
Ayensu,,,,,,PARSE_ERROR
B,,,,,,UNKNOWN_CODE
B02,,,,,,PARSE_ERROR
BALLOTETROSIDE,,,,,,PARSE_ERROR
BB59:740,,59.0,740.0,,,UNKNOWN_JOURNAL
BBA103:119,,103.0,119.0,,,UNKNOWN_JOURNAL
BBA1115:69,,1115.0,69.0,,,UNKNOWN_JOURNAL
BBA1428:406,,1428.0,406.0,,,UNKNOWN_JOURNAL
BBB56:1570,Bioscience Biotechnology and Biochemistry,56.0,1570.0,,1369057,RESOLVED
BBB56:1570 JNP59:823,Bioscience Biotechnology and Biochemistry,56.0,1570.0,,1369057,RESOLVED
BBB56:1570 JNP59:823,Journal of Natural Products,59.0,823.0,,8864235,RESOLVED
BBB56:2062,Bioscience Biotechnology and Biochemistry,56.0,2062.0,,,NOT_FOUND
BBB57:1344 JBH,Bioscience Biotechnology and Biochemistry,57.0,1344.0,,,NOT_FOUND
BBB57:1344 JBH,,,,,,UNKNOWN_CODE
BBB57:1344JBH,,,,,,PARSE_ERROR
BBB57:330,Bioscience Biotechnology and Biochemistry,57.0,330.0,,27314795,RESOLVED
BBB57:8,Bioscience Biotechnology and Biochemistry,57.0,8.0,,,NOT_FOUND
BBB57:834,Bioscience Biotechnology and Biochemistry,57.0,834.0,,,NOT_FOUND
BBB58:756,Bioscience Biotechnology and Biochemistry,58.0,756.0,,,NOT_FOUND
BBB59:740,Bioscience Biotechnology and Biochemistry,59.0,740.0,,7772843,RESOLVED
BBB60:1093,Bioscience Biotechnology and Biochemistry,60.0,1093.0,,27299712,RESOLVED
BBB63:1370,Bioscience Biotechnology and Biochemistry,63.0,1370.0,,27389501,RESOLVED
BBB65:2062,Bioscience Biotechnology and Biochemistry,65.0,2062.0,,,NOT_FOUND
BBB65:2062 K10269,Bioscience Biotechnology and Biochemistry,65.0,2062.0,,,NOT_FOUND
BBB65:2062 K10269,,,,,,PARSE_ERROR
BBB65:2062 K10269 K15371,Bioscience Biotechnology and Biochemistry,65.0,2062.0,,,NOT_FOUND
BBB65:2062 K10269 K15371,,,,,,PARSE_ERROR
BBB65:2062 K10269 K15371,,,,,,PARSE_ERROR
BBE,,,,,,UNKNOWN_CODE
BBE 52,,,,,,UNKNOWN_CODE
BBE 52,"Cooper-Driver, G. A., Chemical substances in plants toxic to animals,  pp. 213-47 in Rechcigl, M., Jr., ed. CRC Handbook of Naturally Occurring Food Toxicants, CRC Press, Boca Raton,  1983, 339 pp.",,,,,DUKE_REF_ID
BBE CRC,,,,,,UNKNOWN_CODE
BBE CRC,,,,,,BOOK
BBE CRD,,,,,,UNKNOWN_CODE
BBE CRD,,,,,,UNKNOWN_CODE
BBE CRX HDN M11,,,,,,UNKNOWN_CODE
BBE CRX HDN M11,,,,,,UNKNOWN_CODE
BBE CRX HDN M11,,,,,,UNKNOWN_CODE
BBE CRX HDN M11,,,,,,BOOK
BBE CRx,,,,,,UNKNOWN_CODE
BBE CRx,,,,,,UNKNOWN_CODE
BBE HH3,,,,,,UNKNOWN_CODE
BBE HH3,,,,,,BOOK
BBE M11,,,,,,UNKNOWN_CODE
BBE M11,,,,,,BOOK
BBE M29,,,,,,UNKNOWN_CODE
BBE M29,,,,,,BOOK
BBE PAM,,,,,,UNKNOWN_CODE
BBE PAM,,,,,,UNKNOWN_CODE
BBE PMP25:61,,,,,,UNKNOWN_CODE
BBE PMP25:61,Phytomedicine,25.0,61.0,,28190472,RESOLVED
BBR157:183,Biochemical and Biophysical Research Communications,157.0,183.0,,2848517,RESOLVED
BBR194:944 BBR157:183,Biochemical and Biophysical Research Communications,194.0,944.0,,8393675,RESOLVED
BBR194:944 BBR157:183,Biochemical and Biophysical Research Communications,157.0,183.0,,2848517,RESOLVED
BBR216:198,Biochemical and Biophysical Research Communications,216.0,198.0,,7488088,RESOLVED
BBR218:648,Biochemical and Biophysical Research Communications,218.0,648.0,,8579568,RESOLVED
BBR225:869,Biochemical and Biophysical Research Communications,225.0,869.0,,8780704,RESOLVED
BC32:6470,,32.0,6470.0,,,UNKNOWN_JOURNAL
BC36:12542,,36.0,12542.0,,,UNKNOWN_JOURNAL
BC37:5136,,37.0,5136.0,,,UNKNOWN_JOURNAL
BC38:7719,,38.0,7719.0,,,UNKNOWN_JOURNAL
BC38:7719 BC37:5136,,38.0,7719.0,,,UNKNOWN_JOURNAL
BC38:7719 BC37:5136,,37.0,5136.0,,,UNKNOWN_JOURNAL
BCI28:735,,28.0,735.0,,,UNKNOWN_JOURNAL
BCP35:257,,35.0,257.0,,,UNKNOWN_JOURNAL
BCW36:3095,,36.0,3095.0,,,UNKNOWN_JOURNAL
BGB X15303652,,,,,,UNKNOWN_CODE
BGB X15303652,,,,,15303652.0,RESOLVED
BIOSIS'96,,,,,,PARSE_ERROR
BIS,,,,,,UNKNOWN_CODE
BIS 411 FT71:60,,,,,,UNKNOWN_CODE
BIS 411 FT71:60,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
BIS 411 FT71:60,Fitoterapia,71.0,60.0,,11449472,RESOLVED
BIS AHP137,,,,,,UNKNOWN_CODE
BIS AHP137,,,,,,PARSE_ERROR
BIS FT67:483,,,,,,UNKNOWN_CODE
BIS FT67:483,Fitoterapia,67.0,483.0,,,NOT_FOUND
BIS JBH,,,,,,UNKNOWN_CODE
BIS JBH,,,,,,UNKNOWN_CODE
BIS PH2,,,,,,UNKNOWN_CODE
BIS PH2,,,,,,BOOK
BIS WIC,,,,,,UNKNOWN_CODE
BIS WIC,,,,,,UNKNOWN_CODE
BJP103:1719,,103.0,1719.0,,,UNKNOWN_JOURNAL
BJP108:100,,108.0,100.0,,,UNKNOWN_JOURNAL
BJP3:10,,3.0,10.0,,,UNKNOWN_JOURNAL
BJU78:325,,78.0,325.0,,,UNKNOWN_JOURNAL
BK JNP61:1,,,,,,UNKNOWN_CODE
BK JNP61:1,Journal of Natural Products,61.0,1.0,,9548827,RESOLVED
BK JNP61:1 COX2000,,,,,,UNKNOWN_CODE
BK JNP61:1 COX2000,Journal of Natural Products,61.0,1.0,,9548827,RESOLVED
BK JNP61:1 COX2000,,,,,,PARSE_ERROR
BK JNP61:1 DFN:155,,,,,,UNKNOWN_CODE
BK JNP61:1 DFN:155,Journal of Natural Products,61.0,1.0,,9548827,RESOLVED
BK JNP61:1 DFN:155,,,155.0,,,UNKNOWN_JOURNAL
BK JNP61:8 DFN:155,,,,,,UNKNOWN_CODE
BK JNP61:8 DFN:155,Journal of Natural Products,61.0,8.0,,9461647,RESOLVED
BK JNP61:8 DFN:155,,,155.0,,,UNKNOWN_JOURNAL
BMC5:905,,5.0,905.0,,,UNKNOWN_JOURNAL
BMC7:393,,7.0,393.0,,,UNKNOWN_JOURNAL
BMC8:2769,,8.0,2769.0,,,UNKNOWN_JOURNAL
BO2,,,,,,PARSE_ERROR
BO2 411,,,,,,PARSE_ERROR
BO2 411,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
BO2 411 WER,,,,,,PARSE_ERROR
BO2 411 WER,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
BO2 411 WER,,,,,,UNKNOWN_CODE
BO2 AJC31:37,,,,,,PARSE_ERROR
BO2 AJC31:37,American Journal of Chinese Medicine,31.0,37.0,,,NOT_FOUND
BO2 CAR20:445 CAR20:445 MAB COX2000,,,,,,PARSE_ERROR
BO2 CAR20:445 CAR20:445 MAB COX2000,Carcinogenesis,20.0,445.0,,10190560,RESOLVED
BO2 CAR20:445 CAR20:445 MAB COX2000,Carcinogenesis,20.0,445.0,,10190560,RESOLVED
BO2 CAR20:445 CAR20:445 MAB COX2000,,,,,,UNKNOWN_CODE
BO2 CAR20:445 CAR20:445 MAB COX2000,,,,,,PARSE_ERROR
BO2 COX:42,,,,,,PARSE_ERROR
BO2 COX:42,,,42.0,,,UNKNOWN_JOURNAL
BO2 EMP5:343,,,,,,PARSE_ERROR
BO2 EMP5:343,Economic and Medicinal Plant Research,5.0,343.0,,,NOT_FOUND
BO2 FNF,,,,,,PARSE_ERROR
BO2 FNF,,,,,,BOOK
BO2 FNF X1438594,,,,,,PARSE_ERROR
BO2 FNF X1438594,,,,,,BOOK
BO2 FNF X1438594,,,,,1438594.0,RESOLVED
BO2 FT68:483 X16712454,,,,,,PARSE_ERROR
BO2 FT68:483 X16712454,Fitoterapia,68.0,483.0,,,NOT_FOUND
BO2 FT68:483 X16712454,,,,,16712454.0,RESOLVED
BO2 HG22:9,,,,,,PARSE_ERROR
BO2 HG22:9,HerbalGram,22.0,9.0,,,NOT_FOUND
BO2 HG37:18,,,,,,PARSE_ERROR
BO2 HG37:18,HerbalGram,37.0,18.0,,,NOT_FOUND
BO2 HH2:12,,,,,,PARSE_ERROR
BO2 HH2:12,,2.0,12.0,,,UNKNOWN_JOURNAL
BO2 JAF48:2681,,,,,,PARSE_ERROR
BO2 JAF48:2681,Journal of Agricultural and Food Chemistry,48.0,2681.0,,11032479,RESOLVED
BO2 JJP40:138,,,,,,PARSE_ERROR
BO2 JJP40:138,,40.0,138.0,,,UNKNOWN_JOURNAL
BO2 JN131:1027S,,,,,,PARSE_ERROR
BO2 JN131:1027S,,,,,,PARSE_ERROR
BO2 JNU,,,,,,PARSE_ERROR
BO2 JNU,,,,,,UNKNOWN_CODE
BO2 KEN WER,,,,,,PARSE_ERROR
BO2 KEN WER,,,,,,UNKNOWN_CODE
BO2 KEN WER,,,,,,UNKNOWN_CODE
BO2 LAF,,,,,,PARSE_ERROR
BO2 LAF,Life Sciences,,,,,JOURNAL_ONLY
BO2 PAL:327,,,,,,PARSE_ERROR
BO2 PAL:327,,,327.0,,,BOOK
"BO2 PAT9001,937",,,,,,PARSE_ERROR
"BO2 PAT9001,937",,,,,,PARSE_ERROR
BO2 PCF:14,,,,,,PARSE_ERROR
BO2 PCF:14,Phytochemistry,,14.0,,,BOOK
BO2 PH2,,,,,,PARSE_ERROR
BO2 PH2,,,,,,BOOK
BO2 PMP25:46,,,,,,PARSE_ERROR
BO2 PMP25:46,Phytomedicine,25.0,46.0,,,NOT_FOUND
BO2 SYN-,,,,,,PARSE_ERROR
BO2 SYN-,,,,,,PARSE_ERROR
BO2 SYN-X,,,,,,PARSE_ERROR
BO2 SYN-X,,,,,,PARSE_ERROR
BO2 X10918203,,,,,,PARSE_ERROR
BO2 X10918203,,,,,10918203.0,RESOLVED
BO2 X10989984 PHM9:52,,,,,,PARSE_ERROR
BO2 X10989984 PHM9:52,,,,,10989984.0,RESOLVED
BO2 X10989984 PHM9:52,Pharmacognosy Magazine,9.0,52.0,,,NOT_FOUND
BO2 X12680238,,,,,,PARSE_ERROR
BO2 X12680238,,,,,12680238.0,RESOLVED
BO2 X14642080 X10780880,,,,,,PARSE_ERROR
BO2 X14642080 X10780880,,,,,14642080.0,RESOLVED
BO2 X14642080 X10780880,,,,,10780880.0,RESOLVED
BO2 X15520200,,,,,,PARSE_ERROR
BO2 X15520200,,,,,15520200.0,RESOLVED
BO2 X15947208 X12761886,,,,,,PARSE_ERROR
BO2 X15947208 X12761886,,,,,15947208.0,RESOLVED
BO2 X15947208 X12761886,,,,,12761886.0,RESOLVED
BO2 X16490592,,,,,,PARSE_ERROR
BO2 X16490592,,,,,16490592.0,RESOLVED
BO2 X9495804,,,,,,PARSE_ERROR
BO2 X9495804,,,,,9495804.0,RESOLVED
BOH24(4):15,,24.0,15.0,,,UNKNOWN_JOURNAL
BOI,,,,,,UNKNOWN_CODE
BOI BO2,,,,,,UNKNOWN_CODE
BOI BO2,,,,,,PARSE_ERROR
BOI BO2 LAF,,,,,,UNKNOWN_CODE
BOI BO2 LAF,,,,,,PARSE_ERROR
BOI BO2 LAF,Life Sciences,,,,,JOURNAL_ONLY
BOI BO2 X16737615,,,,,,UNKNOWN_CODE
BOI BO2 X16737615,,,,,,PARSE_ERROR
BOI BO2 X16737615,,,,,16737615.0,RESOLVED
BOI LAF,,,,,,UNKNOWN_CODE
BOI LAF,Life Sciences,,,,,JOURNAL_ONLY
BOI PH2,,,,,,UNKNOWN_CODE
BOI PH2,,,,,,BOOK
BOI X16076141,,,,,,UNKNOWN_CODE
BOI X16076141,,,,,16076141.0,RESOLVED
BOW PNC 411,,,,,,UNKNOWN_CODE
BOW PNC 411,,,,,,BOOK
BOW PNC 411,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
BP27:2555,Biochemical Pharmacology,27.0,2555.0,,215160,RESOLVED
BP31:3807,Biochemical Pharmacology,31.0,3807.0,,6818971,RESOLVED
BP37:4063,Biochemical Pharmacology,37.0,4063.0,,2847752,RESOLVED
BP40(10):2227,Biochemical Pharmacology,40.0,2227.0,,2173925,RESOLVED
BP40:2227,Biochemical Pharmacology,40.0,2227.0,,2173925,RESOLVED
BP44:1961,Biochemical Pharmacology,44.0,1961.0,,1333201,RESOLVED
BP46:1165,Biochemical Pharmacology,46.0,1165.0,,8216367,RESOLVED
BP46:1403 BP46:1403 CRT6:813,Biochemical Pharmacology,46.0,1403.0,,8240389,RESOLVED
BP46:1403 BP46:1403 CRT6:813,Biochemical Pharmacology,46.0,1403.0,,8240389,RESOLVED
BP46:1403 BP46:1403 CRT6:813,,6.0,813.0,,,UNKNOWN_JOURNAL
BP46:1403 CRT6:813 BP46:1403,Biochemical Pharmacology,46.0,1403.0,,8240389,RESOLVED
BP46:1403 CRT6:813 BP46:1403,,6.0,813.0,,,UNKNOWN_JOURNAL
BP46:1403 CRT6:813 BP46:1403,Biochemical Pharmacology,46.0,1403.0,,8240389,RESOLVED
BP48:1437,Biochemical Pharmacology,48.0,1437.0,,7945444,RESOLVED
BP49:1165,Biochemical Pharmacology,49.0,1165.0,,7748198,RESOLVED
BP49:1165 LAZB92,Biochemical Pharmacology,49.0,1165.0,,7748198,RESOLVED
BP49:1165 LAZB92,,,,,,PARSE_ERROR
BP53:773,Biochemical Pharmacology,53.0,773.0,,9113098,RESOLVED
BP53:89,Biochemical Pharmacology,53.0,89.0,,8960067,RESOLVED
BP56:955,Biochemical Pharmacology,56.0,955.0,,9776305,RESOLVED
BP57:1141,Biochemical Pharmacology,57.0,1141.0,,11230801,RESOLVED
BP57:1141 BP54:467,Biochemical Pharmacology,57.0,1141.0,,11230801,RESOLVED
BP57:1141 BP54:467,Biochemical Pharmacology,54.0,467.0,,9313773,RESOLVED
BPB17:458,Biological and Pharmaceutical Bulletin,17.0,458.0,,,NOT_FOUND
BPB20:1017,Biological and Pharmaceutical Bulletin,20.0,1017.0,,,NOT_FOUND
BPB21:641,Biological and Pharmaceutical Bulletin,21.0,641.0,,,NOT_FOUND
BPB21:814,Biological and Pharmaceutical Bulletin,21.0,814.0,,,NOT_FOUND
BPB21:814 COX2000:67,Biological and Pharmaceutical Bulletin,21.0,814.0,,,NOT_FOUND
BPB21:814 COX2000:67,,2000.0,67.0,,,UNKNOWN_JOURNAL
BPB21:814 COX:50,Biological and Pharmaceutical Bulletin,21.0,814.0,,,NOT_FOUND
BPB21:814 COX:50,,,50.0,,,UNKNOWN_JOURNAL
BPB21:814 COX:50.2000,Biological and Pharmaceutical Bulletin,21.0,814.0,,,NOT_FOUND
BPB21:814 COX:50.2000,,,,,,PARSE_ERROR
BPB24:1206,Biological and Pharmaceutical Bulletin,24.0,1206.0,,,NOT_FOUND
BPCC,,,,,,UNKNOWN_CODE
BRN74:607,,74.0,607.0,,,UNKNOWN_JOURNAL
BRU,,,,,,UNKNOWN_CODE
BRU JAD FNF,,,,,,UNKNOWN_CODE
BRU JAD FNF,,,,,,UNKNOWN_CODE
BRU JAD FNF,,,,,,BOOK
BRU JBH,,,,,,UNKNOWN_CODE
BRU JBH,,,,,,UNKNOWN_CODE
BRU M11 EMP6:189,,,,,,UNKNOWN_CODE
BRU M11 EMP6:189,,,,,,BOOK
BRU M11 EMP6:189,Economic and Medicinal Plant Research,6.0,189.0,,,NOT_FOUND
BRU M29,,,,,,UNKNOWN_CODE
BRU M29,,,,,,BOOK
BRU PAM,,,,,,UNKNOWN_CODE
BRU PAM,,,,,,UNKNOWN_CODE
BRU VET,,,,,,UNKNOWN_CODE
BRU VET,,,,,,UNKNOWN_CODE
BVC,,,,,,UNKNOWN_CODE
BVC:162,,,162.0,,,UNKNOWN_JOURNAL
BVC:162 ZEB,,,162.0,,,UNKNOWN_JOURNAL
BVC:162 ZEB,,,,,,BOOK
Bali,,,,,,UNKNOWN_CODE
Bli,,,,,,UNKNOWN_CODE
Bliss,,,,,,UNKNOWN_CODE
Br,,,,,,UNKNOWN_CODE
Broun,,,,,,UNKNOWN_CODE
Brut,,,,,,UNKNOWN_CODE
Brutus,,,,,,PARSE_ERROR
"Burkill,1966",,,,,,PARSE_ERROR
"C&EN-JUL29,1996,P.45",,,,,,PARSE_ERROR
C&EN.JUL29:1996,,,,,,PARSE_ERROR
C&EN6/29/96:45,,,,,,PARSE_ERROR
CAM,,,,,,UNKNOWN_CODE
CAN,Cancer Research,,,,,JOURNAL_ONLY
CAN 411,Cancer Research,,,,,JOURNAL_ONLY
CAN 411,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
CAN AJC31:37,Cancer Research,,,,,JOURNAL_ONLY
CAN AJC31:37,American Journal of Chinese Medicine,31.0,37.0,,,NOT_FOUND
CAN AYL,Cancer Research,,,,,JOURNAL_ONLY
CAN AYL,,,,,,BOOK
CAN FNF,Cancer Research,,,,,JOURNAL_ONLY
CAN FNF,,,,,,BOOK
CAN FT74:624,Cancer Research,,,,,JOURNAL_ONLY
CAN FT74:624,Fitoterapia,74.0,624.0,,14630165,RESOLVED
CAN HH3,Cancer Research,,,,,JOURNAL_ONLY
CAN HH3,,,,,,BOOK
CAN IWU 411,Cancer Research,,,,,JOURNAL_ONLY
CAN IWU 411,International Workshop,,,,,JOURNAL_ONLY
CAN IWU 411,"Williamson, E. M. and Evans, F. J., Potter's New Cyclopaedia of Botanical Drugs and Preparations, Revised Ed., Saffron Walden, the C. W. Daniel Co., Ltd., Essex UK, 362 pp, 1988, reprint 1989.",,,,,DUKE_REF_ID
CAN JBH X10575379,Cancer Research,,,,,JOURNAL_ONLY
CAN JBH X10575379,,,,,,UNKNOWN_CODE
CAN JBH X10575379,,,,,10575379.0,RESOLVED
CAN JE26:84,Cancer Research,,,,,JOURNAL_ONLY
CAN JE26:84,Journal of Ethnopharmacology,26.0,84.0,,,NOT_FOUND
CAN LRN-MAY93,Cancer Research,,,,,JOURNAL_ONLY
CAN LRN-MAY93,,,,,,PARSE_ERROR
CAN M11,Cancer Research,,,,,JOURNAL_ONLY
CAN M11,,,,,,BOOK
CAN MAR,Cancer Research,,,,,JOURNAL_ONLY
CAN MAR,,,,,,UNKNOWN_CODE
CAN PAM,Cancer Research,,,,,JOURNAL_ONLY
CAN PAM,,,,,,UNKNOWN_CODE
CAN PH2,Cancer Research,,,,,JOURNAL_ONLY
CAN PH2,,,,,,BOOK
CAN PR14:561,Cancer Research,,,,,JOURNAL_ONLY
CAN PR14:561,Pharmaceutical Research,14.0,561.0,,,NOT_FOUND
CAN PR14:623,Cancer Research,,,,,JOURNAL_ONLY
CAN PR14:623,Pharmaceutical Research,14.0,623.0,,,NOT_FOUND
CAN WIC,Cancer Research,,,,,JOURNAL_ONLY
CAN WIC,,,,,,UNKNOWN_CODE
CAN117,,,,,,PARSE_ERROR
CAN119,,,,,,PARSE_ERROR
CAN210,,,,,,PARSE_ERROR
CAN42,,,,,,PARSE_ERROR
CAN52,,,,,,PARSE_ERROR
CAN61,,,,,,PARSE_ERROR
CAR13:2205,Carcinogenesis,13.0,2205.0,,1473225,RESOLVED
CAR16:119,Carcinogenesis,16.0,119.0,,7834796,RESOLVED
CAR16:399,Carcinogenesis,16.0,399.0,,7859373,RESOLVED
CAR17:2385,Carcinogenesis,17.0,2385.0,,8968052,RESOLVED
CAR17:2385 FCT36:623,Carcinogenesis,17.0,2385.0,,8968052,RESOLVED
CAR17:2385 FCT36:623,,36.0,623.0,,,UNKNOWN_JOURNAL
CAR17:821,Carcinogenesis,17.0,821.0,,8625497,RESOLVED
CAR18:2155 CAR19:425,Carcinogenesis,18.0,2155.0,,9395216,RESOLVED
CAR18:2155 CAR19:425,Carcinogenesis,19.0,425.0,,9525276,RESOLVED
CAR19:1039,Carcinogenesis,19.0,1039.0,,9667742,RESOLVED
CCO,Current Clinical Oncology,,,,,JOURNAL_ONLY
CCO PM48:290,Current Clinical Oncology,,,,,JOURNAL_ONLY
CCO PM48:290,Planta Medica,48.0,290.0,,6635014,RESOLVED
CCP24:167,,24.0,167.0,,,UNKNOWN_JOURNAL
CD33:333,,33.0,333.0,,,UNKNOWN_JOURNAL
CE7:285,,7.0,285.0,,,UNKNOWN_JOURNAL
CE7:297,,7.0,297.0,,,UNKNOWN_JOURNAL
CEB,,,,,,UNKNOWN_CODE
CFN,,,,,,UNKNOWN_CODE
CHM259:13560 BBR122:165 CCM1:101,,259.0,13560.0,,,UNKNOWN_JOURNAL
CHM259:13560 BBR122:165 CCM1:101,Biochemical and Biophysical Research Communications,122.0,165.0,,6331440,RESOLVED
CHM259:13560 BBR122:165 CCM1:101,,1.0,101.0,,,UNKNOWN_JOURNAL
CHM265:20496,,265.0,20496.0,,,UNKNOWN_JOURNAL
CHM267:15511 CHM271:26418 JMF2:167,,267.0,15511.0,,,UNKNOWN_JOURNAL
CHM267:15511 CHM271:26418 JMF2:167,,271.0,26418.0,,,UNKNOWN_JOURNAL
CHM267:15511 CHM271:26418 JMF2:167,Journal of Medicinal Food,2.0,167.0,,19281371,RESOLVED
CHM268:22463,,268.0,22463.0,,,UNKNOWN_JOURNAL
CHM271:26418,,271.0,26418.0,,,UNKNOWN_JOURNAL
CHP12:269,,12.0,269.0,,,UNKNOWN_JOURNAL
CHP12:526,,12.0,526.0,,,UNKNOWN_JOURNAL
CHP2:186,,2.0,186.0,,,UNKNOWN_JOURNAL
CIB,,,,,,UNKNOWN_CODE
CJB68:1354,Canadian Journal of Botany,68.0,1354.0,,,NOT_FOUND
CJP'93:300,Canadian Journal of Physiology and Pharmacology,93.0,300.0,,,NOT_FOUND
CJP'93:300 EMP5:195,Canadian Journal of Physiology and Pharmacology,93.0,300.0,,,NOT_FOUND
CJP'93:300 EMP5:195,Economic and Medicinal Plant Research,5.0,195.0,,,NOT_FOUND
CJP12:7,Canadian Journal of Physiology and Pharmacology,12.0,7.0,,,NOT_FOUND
CJP93:300,Canadian Journal of Physiology and Pharmacology,93.0,300.0,,,NOT_FOUND
CJT,,,,,,UNKNOWN_CODE
CJT4:203.1982,,4.0,203.0,,,UNKNOWN_JOURNAL
CL102:223,,102.0,223.0,,,UNKNOWN_JOURNAL
CL105:161,,105.0,161.0,,,UNKNOWN_JOURNAL
CL113:47,,113.0,47.0,,,UNKNOWN_JOURNAL
CL1992:1917,,1992.0,1917.0,,,UNKNOWN_JOURNAL
CLE100:139,,100.0,139.0,,,UNKNOWN_JOURNAL
CLE104:43,,104.0,43.0,,,UNKNOWN_JOURNAL
CLE120:213,,120.0,213.0,,,UNKNOWN_JOURNAL
CLE120:213 FCT36:623,,120.0,213.0,,,UNKNOWN_JOURNAL
CLE120:213 FCT36:623,,36.0,623.0,,,UNKNOWN_JOURNAL
CLE56:147,,56.0,147.0,,,UNKNOWN_JOURNAL
CLE56:147 X15489212 X11930105 X10380632 X8721353 X8614280,,56.0,147.0,,,UNKNOWN_JOURNAL
CLE56:147 X15489212 X11930105 X10380632 X8721353 X8614280,,,,,15489212.0,RESOLVED
CLE56:147 X15489212 X11930105 X10380632 X8721353 X8614280,,,,,11930105.0,RESOLVED
CLE56:147 X15489212 X11930105 X10380632 X8721353 X8614280,,,,,10380632.0,RESOLVED
CLE56:147 X15489212 X11930105 X10380632 X8721353 X8614280,,,,,8721353.0,RESOLVED
CLE56:147 X15489212 X11930105 X10380632 X8721353 X8614280,,,,,8614280.0,RESOLVED
CLE64:117,,64.0,117.0,,,UNKNOWN_JOURNAL
CMB39:119,,39.0,119.0,,,UNKNOWN_JOURNAL
CMJ104:321,,104.0,321.0,,,UNKNOWN_JOURNAL
CMR3/4/91:16,,,,,,PARSE_ERROR
CMR9/10/92,,,,,,PARSE_ERROR
